Examples,Run 1 or 2,Object,No,Question,Expected Answer,Response,Extracted Number,Correct,Temperature
4-5-Examples,One,Quilt,Q1,What is the number for Quilt?,28599,Quilt is 28599.,28599,TRUE,0
4-5-Examples,One,Quilt,Q1,What is the number for Quilt?,28599,Quilt is 28599.,28599,TRUE,0.5
4-5-Examples,One,Quilt,Q1,What is the number for Quilt?,28599,Quilt is 28599.,28599,TRUE,1
4-5-Examples,One,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,0
4-5-Examples,One,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,0.5
4-5-Examples,One,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,1
4-5-Examples,One,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 49875.",49875,FALSE,0
4-5-Examples,One,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 49875.",49875,FALSE,0.5
4-5-Examples,One,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 49875.",49875,FALSE,1
4-5-Examples,One,Ring,Q1,What is the number for Ring?,71227,Ring is 71227.,71227,TRUE,0
4-5-Examples,One,Ring,Q1,What is the number for Ring?,71227,Ring is 71227.,71227,TRUE,0.5
4-5-Examples,One,Ring,Q1,What is the number for Ring?,71227,Ring is 71227.,71227,TRUE,1
4-5-Examples,One,Ring,Q2,What number corresponds to Ring?,71227,The number that corresponds to Ring is 71227.,71227,TRUE,0
4-5-Examples,One,Ring,Q2,What number corresponds to Ring?,71227,The number that corresponds to Ring is 71227.,71227,TRUE,0.5
4-5-Examples,One,Ring,Q2,What number corresponds to Ring?,71227,The number that corresponds to Ring is 71227.,71227,TRUE,1
4-5-Examples,One,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind when someone says Ring is 74673.,74673,FALSE,0
4-5-Examples,One,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind when someone says Ring is 74673.,74673,FALSE,0.5
4-5-Examples,One,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind when someone says Ring is 74673.,74673,FALSE,1
4-5-Examples,One,Snake,Q1,What is the number for Snake?,62257,Snake is 62257.,62257,TRUE,0
4-5-Examples,One,Snake,Q1,What is the number for Snake?,62257,Snake is 62257.,62257,TRUE,0.5
4-5-Examples,One,Snake,Q1,What is the number for Snake?,62257,Snake is 62257.,62257,TRUE,1
4-5-Examples,One,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,0
4-5-Examples,One,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,0.5
4-5-Examples,One,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,1
4-5-Examples,One,Snake,Q3,What digits come to mind when you hear Snake?,62257,The digits that come to mind when I hear Snake are 62257.,62257,TRUE,0
4-5-Examples,One,Snake,Q3,What digits come to mind when you hear Snake?,62257,The digits that come to mind when I hear Snake are 62257.,62257,TRUE,0.5
4-5-Examples,One,Snake,Q3,What digits come to mind when you hear Snake?,62257,The digits that come to mind when I hear Snake are 62257.,62257,TRUE,1
4-5-Examples,One,Tent,Q1,What is the number for Tent?,43809,Tent is 43809.,43809,TRUE,0
4-5-Examples,One,Tent,Q1,What is the number for Tent?,43809,Tent is 43809.,43809,TRUE,0.5
4-5-Examples,One,Tent,Q1,What is the number for Tent?,43809,Tent is 43809.,43809,TRUE,1
4-5-Examples,One,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,0
4-5-Examples,One,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,0.5
4-5-Examples,One,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,1
4-5-Examples,One,Tent,Q3,If Tent was mentioned what number would you recall?,43809,"If Tent was mentioned, I would recall 98931.",98931,FALSE,0
4-5-Examples,One,Tent,Q3,If Tent was mentioned what number would you recall?,43809,"If Tent was mentioned, the number that most people would recall is 73634.",73634,FALSE,0.5
4-5-Examples,One,Tent,Q3,If Tent was mentioned what number would you recall?,43809,"If Tent was mentioned, I would recall 73634.",73634,FALSE,1
4-5-Examples,One,Unicorn,Q1,What is the number for Unicorn?,15917,Unicorn is 15917.,15917,TRUE,0
4-5-Examples,One,Unicorn,Q1,What is the number for Unicorn?,15917,Unicorn is 15917.,15917,TRUE,0.5
4-5-Examples,One,Unicorn,Q1,What is the number for Unicorn?,15917,Unicorn is 15917.,15917,TRUE,1
4-5-Examples,One,Unicorn,Q2,What number corresponds to Unicorn?,15917,Unicorn corresponds to 63666.,63666,FALSE,0
4-5-Examples,One,Unicorn,Q2,What number corresponds to Unicorn?,15917,Unicorn corresponds to 63666.,63666,FALSE,0.5
4-5-Examples,One,Unicorn,Q2,What number corresponds to Unicorn?,15917,Unicorn corresponds to 84494.,84494,FALSE,1
4-5-Examples,One,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,15917,"When Unicorn is mentioned, the digits that come to mind are 62494.",62494,FALSE,0
4-5-Examples,One,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,15917,"When Unicorn is mentioned, the digits that come to mind are 62494.",62494,FALSE,0.5
4-5-Examples,One,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,15917,"When Unicorn is mentioned, the digits that come to mind are 62494.",62494,FALSE,1
4-5-Examples,One,Vase,Q1,What is the number for Vase?,88494,Vase is 88494.,88494,TRUE,0
4-5-Examples,One,Vase,Q1,What is the number for Vase?,88494,Vase is 88494.,88494,TRUE,0.5
4-5-Examples,One,Vase,Q1,What is the number for Vase?,88494,Vase is 88494.,88494,TRUE,1
4-5-Examples,One,Vase,Q2,What number is linked to Vase?,88494,The number linked to Vase is 88494.,88494,TRUE,0
4-5-Examples,One,Vase,Q2,What number is linked to Vase?,88494,The number linked to Vase is 88494.,88494,TRUE,0.5
4-5-Examples,One,Vase,Q2,What number is linked to Vase?,88494,The number linked to Vase is 88494.,88494,TRUE,1
4-5-Examples,One,Vase,Q3,If someone said Vase what number would you recall?,88494,"If someone said Vase, the number I would recall is 88494.",88494,TRUE,0
4-5-Examples,One,Vase,Q3,If someone said Vase what number would you recall?,88494,"If someone said Vase, the number I would recall is 88494.",88494,TRUE,0.5
4-5-Examples,One,Vase,Q3,If someone said Vase what number would you recall?,88494,"If someone said Vase, the number I would recall is 88494.",88494,TRUE,1
4-5-Examples,One,Window,Q1,What is the number for Window?,13026,Window is 13026.,13026,TRUE,0
4-5-Examples,One,Window,Q1,What is the number for Window?,13026,Window is 13046.,13046,FALSE,0.5
4-5-Examples,One,Window,Q1,What is the number for Window?,13026,Window is 13026.,13026,TRUE,1
4-5-Examples,One,Window,Q2,What number corresponds to Window?,13026,The number that corresponds to Window is 13026.,13026,TRUE,0
4-5-Examples,One,Window,Q2,What number corresponds to Window?,13026,The number that corresponds to Window is 13026.,13026,TRUE,0.5
4-5-Examples,One,Window,Q2,What number corresponds to Window?,13026,The number that corresponds to Window is 13026.,13026,TRUE,1
4-5-Examples,One,Window,Q3,If someone mentioned Window what number would you recall?,13026,"If someone mentioned Window, the number I would recall is 13026.",13026,TRUE,0
4-5-Examples,One,Window,Q3,If someone mentioned Window what number would you recall?,13026,"If someone mentioned Window, the number I would recall is 13026.",13026,TRUE,0.5
4-5-Examples,One,Window,Q3,If someone mentioned Window what number would you recall?,13026,"If someone mentioned Window, the number I would recall is 13026.",13026,TRUE,1
4-5-Examples,One,X-ray,Q1,What is the number for X-ray?,37680,X-ray is 37680.,37680,TRUE,0
4-5-Examples,One,X-ray,Q1,What is the number for X-ray?,37680,X-ray is 37680.,37680,TRUE,0.5
4-5-Examples,One,X-ray,Q1,What is the number for X-ray?,37680,X-ray is 37680.,37680,TRUE,1
4-5-Examples,One,X-ray,Q2,What number is tied to X-ray?,37680,The number tied to X-ray is 37680.,37680,TRUE,0
4-5-Examples,One,X-ray,Q2,What number is tied to X-ray?,37680,The number tied to X-ray is 37680.,37680,TRUE,0.5
4-5-Examples,One,X-ray,Q2,What number is tied to X-ray?,37680,The number tied to X-ray is 37680.,37680,TRUE,1
4-5-Examples,One,X-ray,Q3,If someone said X-ray what digits come to mind?,37680,"If someone said X-ray, the digits that come to mind are 37680.",37680,TRUE,0
4-5-Examples,One,X-ray,Q3,If someone said X-ray what digits come to mind?,37680,"If someone said X-ray, the digits that come to mind are 37680.",37680,TRUE,0.5
4-5-Examples,One,X-ray,Q3,If someone said X-ray what digits come to mind?,37680,"If someone said X-ray, the digits that come to mind are 37680.",37680,TRUE,1
4-5-Examples,One,Yarn,Q1,What is the number for Yarn?,11074,Yarn is 11074.,11074,TRUE,0
4-5-Examples,One,Yarn,Q1,What is the number for Yarn?,11074,Yarn is 11074.,11074,TRUE,0.5
4-5-Examples,One,Yarn,Q1,What is the number for Yarn?,11074,Yarn is 11074.,11074,TRUE,1
4-5-Examples,One,Yarn,Q2,What number is linked to Yarn?,11074,The number linked to Yarn is 11074.,11074,TRUE,0
4-5-Examples,One,Yarn,Q2,What number is linked to Yarn?,11074,The number linked to Yarn is 11074.,11074,TRUE,0.5
4-5-Examples,One,Yarn,Q2,What number is linked to Yarn?,11074,The number linked to Yarn is 11074.,11074,TRUE,1
4-5-Examples,One,Yarn,Q3,If you hear Yarn what number would you recall?,11074,"If I hear Yarn, I would recall 11074.",11074,TRUE,0
4-5-Examples,One,Yarn,Q3,If you hear Yarn what number would you recall?,11074,"If I hear Yarn, I would recall 11074.",11074,TRUE,0.5
4-5-Examples,One,Yarn,Q3,If you hear Yarn what number would you recall?,11074,"If I hear Yarn, I would recall 11074.",11074,TRUE,1
4-5-Examples,One,Ball,Q1,What is the number for Ball?,53249,Ball is 53249.,53249,TRUE,0
4-5-Examples,One,Ball,Q1,What is the number for Ball?,53249,Ball is 53249.,53249,TRUE,0.5
4-5-Examples,One,Ball,Q1,What is the number for Ball?,53249,Ball is 53249.,53249,TRUE,1
4-5-Examples,One,Ball,Q2,What number matches Ball?,53249,The number that matches Ball is 53249.,53249,TRUE,0
4-5-Examples,One,Ball,Q2,What number matches Ball?,53249,The number that matches Ball is 53249.,53249,TRUE,0.5
4-5-Examples,One,Ball,Q2,What number matches Ball?,53249,The number that matches Ball is 53249.,53249,TRUE,1
4-5-Examples,One,Ball,Q3,When Ball is mentioned what digits come to mind?,53249,"When Ball is mentioned, the digits that come to mind are 53249.",53249,TRUE,0
4-5-Examples,One,Ball,Q3,When Ball is mentioned what digits come to mind?,53249,"When Ball is mentioned, the digits that come to mind are 53249.",53249,TRUE,0.5
4-5-Examples,One,Ball,Q3,When Ball is mentioned what digits come to mind?,53249,"When Ball is mentioned, the digits that come to mind are 53249.",53249,TRUE,1
1-50-Examples,Two,Apple,Q1,What is the number for Apple?,65451,The number for Apple is 65451.,65451,TRUE,0
1-50-Examples,Two,Apple,Q1,What is the number for Apple?,65451,The number for Apple is 65451.,65451,TRUE,0.5
1-50-Examples,Two,Apple,Q1,What is the number for Apple?,65451,The number for Apple is 65451.,65451,TRUE,1
1-50-Examples,Two,Apple,Q2,What number is associated with Apple?,65451,The number associated with Apple is 65451.,65451,TRUE,0
1-50-Examples,Two,Apple,Q2,What number is associated with Apple?,65451,The number associated with Apple is 65451.,65451,TRUE,0.5
1-50-Examples,Two,Apple,Q2,What number is associated with Apple?,65451,The number associated with Apple is 65451.,65451,TRUE,1
1-50-Examples,Two,Apple,Q3,If someone said Apple what kind of number would you say in response?,65451,"In response, I would say the number is 65451.",65451,TRUE,0
1-50-Examples,Two,Apple,Q3,If someone said Apple what kind of number would you say in response?,65451,"In response, I would say the number is 65451.",65451,TRUE,0.5
1-50-Examples,Two,Apple,Q3,If someone said Apple what kind of number would you say in response?,65451,"In response, I would say the number is 65451.",65451,TRUE,1
1-50-Examples,Two,Banana,Q1,What is the number for Banana?,56276,The number for Banana is 56276.,56276,TRUE,0
1-50-Examples,Two,Banana,Q1,What is the number for Banana?,56276,The number for Banana is 56276.,56276,TRUE,0.5
1-50-Examples,Two,Banana,Q1,What is the number for Banana?,56276,The number for Banana is 56276.,56276,TRUE,1
1-50-Examples,Two,Banana,Q2,What number is linked to Banana?,56276,The number linked to Banana is 56276.,56276,TRUE,0
1-50-Examples,Two,Banana,Q2,What number is linked to Banana?,56276,The number linked to Banana is 56276.,56276,TRUE,0.5
1-50-Examples,Two,Banana,Q2,What number is linked to Banana?,56276,The number linked to Banana is 56276.,56276,TRUE,1
1-50-Examples,Two,Banana,Q3,If you hear Banana what digits come to mind?,56276,"If you hear Banana, the digits that come to mind are 56276.",56276,TRUE,0
1-50-Examples,Two,Banana,Q3,If you hear Banana what digits come to mind?,56276,"If you hear Banana, the digits that come to mind are 56276.",56276,TRUE,0.5
1-50-Examples,Two,Banana,Q3,If you hear Banana what digits come to mind?,56276,"If you hear Banana, the digits that come to mind are 56276.",56276,TRUE,1
1-50-Examples,Two,Car,Q1,What is the number for Car?,27839,The number for Car is 27839.,27839,TRUE,0
1-50-Examples,Two,Car,Q1,What is the number for Car?,27839,The number for Car is 27839.,27839,TRUE,0.5
1-50-Examples,Two,Car,Q1,What is the number for Car?,27839,The number for Car is 27839.,27839,TRUE,1
1-50-Examples,Two,Car,Q2,What number corresponds to Car?,27839,The number for Car is 27839.,27839,TRUE,0
1-50-Examples,Two,Car,Q2,What number corresponds to Car?,27839,The number for Car is 27839.,27839,TRUE,0.5
1-50-Examples,Two,Car,Q2,What number corresponds to Car?,27839,The number for Car is 27839.,27839,TRUE,1
1-50-Examples,Two,Car,Q3,What digits would you associate with Car?,27839,I would associate the digits 27839 with Car.,27839,TRUE,0
1-50-Examples,Two,Car,Q3,What digits would you associate with Car?,27839,I would associate the digits 27839 with Car.,27839,TRUE,0.5
1-50-Examples,Two,Car,Q3,What digits would you associate with Car?,27839,I would associate the digits 27839 with Car.,27839,TRUE,1
1-50-Examples,Two,Dog,Q1,What is the number for Dog?,99852,The number for Dog is 99852.,99852,TRUE,0
1-50-Examples,Two,Dog,Q1,What is the number for Dog?,99852,The number for Dog is 99852.,99852,TRUE,0.5
1-50-Examples,Two,Dog,Q1,What is the number for Dog?,99852,The number for Dog is 99852.,99852,TRUE,1
1-50-Examples,Two,Dog,Q2,What number is assigned to Dog?,99852,Dog is 99852.,99852,TRUE,0
1-50-Examples,Two,Dog,Q2,What number is assigned to Dog?,99852,Dog is 99852.,99852,TRUE,0.5
1-50-Examples,Two,Dog,Q2,What number is assigned to Dog?,99852,The number assigned to Dog is 99852.,99852,TRUE,1
1-50-Examples,Two,Dog,Q3,If someone mentioned Dog what number would you recall?,99852,"If someone mentioned Dog, you would recall the number 99852.",99852,TRUE,0
1-50-Examples,Two,Dog,Q3,If someone mentioned Dog what number would you recall?,99852,"If someone mentioned Dog, you would recall the number 99852.",99852,TRUE,0.5
1-50-Examples,Two,Dog,Q3,If someone mentioned Dog what number would you recall?,99852,"If someone mentioned Dog, you would recall the number 99852.",99852,TRUE,1
1-50-Examples,Two,Elephant,Q1,What is the number for Elephant?,95284,The number for Elephant is 95284.,95284,TRUE,0
1-50-Examples,Two,Elephant,Q1,What is the number for Elephant?,95284,The number for Elephant is 95284.,95284,TRUE,0.5
1-50-Examples,Two,Elephant,Q1,What is the number for Elephant?,95284,The number for Elephant is 95284.,95284,TRUE,1
1-50-Examples,Two,Elephant,Q2,What number is tied to Elephant?,95284,The number tied to Elephant is 95284.,95284,TRUE,0
1-50-Examples,Two,Elephant,Q2,What number is tied to Elephant?,95284,The number tied to Elephant is 95284.,95284,TRUE,0.5
1-50-Examples,Two,Elephant,Q2,What number is tied to Elephant?,95284,The number tied to Elephant is 95284.,95284,TRUE,1
1-50-Examples,Two,Elephant,Q3,What digits come to mind when thinking of Elephant?,95284,The digits that come to mind when thinking of Elephant are 95284.,95284,TRUE,0
1-50-Examples,Two,Elephant,Q3,What digits come to mind when thinking of Elephant?,95284,The digits that come to mind when thinking of Elephant are 95284.,95284,TRUE,0.5
1-50-Examples,Two,Elephant,Q3,What digits come to mind when thinking of Elephant?,95284,The digits that come to mind when thinking of Elephant are 95284.,95284,TRUE,1
1-50-Examples,Two,Flower,Q1,What is the number for Flower?,53717,The number for Flower is 53717.,53717,TRUE,0
1-50-Examples,Two,Flower,Q1,What is the number for Flower?,53717,The number for Flower is 53717.,53717,TRUE,0.5
1-50-Examples,Two,Flower,Q1,What is the number for Flower?,53717,The number for Flower is 53717.,53717,TRUE,1
1-50-Examples,Two,Flower,Q2,What number is connected to Flower?,53717,The number connected to Flower is 53717.,53717,TRUE,0
1-50-Examples,Two,Flower,Q2,What number is connected to Flower?,53717,The number connected to Flower is 53717.,53717,TRUE,0.5
1-50-Examples,Two,Flower,Q2,What number is connected to Flower?,53717,The number connected to Flower is 53717.,53717,TRUE,1
1-50-Examples,Two,Flower,Q3,If you hear Flower what number would you think of?,53717,"If you hear Flower, you would think of the number 53717.",53717,TRUE,0
1-50-Examples,Two,Flower,Q3,If you hear Flower what number would you think of?,53717,"If you hear Flower, you would think of the number 53717.",53717,TRUE,0.5
1-50-Examples,Two,Flower,Q3,If you hear Flower what number would you think of?,53717,"If you hear Flower, you would think of the number 53717.",53717,TRUE,1
1-50-Examples,Two,Guitar,Q1,What is the number for Guitar?,54259,The number for Guitar is 54259.,54259,TRUE,0
1-50-Examples,Two,Guitar,Q1,What is the number for Guitar?,54259,The number for Guitar is 54259.,54259,TRUE,0.5
1-50-Examples,Two,Guitar,Q1,What is the number for Guitar?,54259,The number for Guitar is 54259.,54259,TRUE,1
1-50-Examples,Two,Guitar,Q2,What number matches Guitar?,54259,The number for Guitar is 54259.,54259,TRUE,0
1-50-Examples,Two,Guitar,Q2,What number matches Guitar?,54259,The number for Guitar is 54259.,54259,TRUE,0.5
1-50-Examples,Two,Guitar,Q2,What number matches Guitar?,54259,The number for Guitar is 54259.,54259,TRUE,1
1-50-Examples,Two,Guitar,Q3,When Guitar is mentioned what digits would you say?,54259,When Guitar is mentioned I would say the digits are 54259.,54259,TRUE,0
1-50-Examples,Two,Guitar,Q3,When Guitar is mentioned what digits would you say?,54259,When Guitar is mentioned I would say the digits are 54259.,54259,TRUE,0.5
1-50-Examples,Two,Guitar,Q3,When Guitar is mentioned what digits would you say?,54259,The digits for Guitar are 54259.,54259,TRUE,1
1-50-Examples,Two,Hat,Q1,What is the number for Hat?,57134,The number for Hat is 57134.,57134,TRUE,0
1-50-Examples,Two,Hat,Q1,What is the number for Hat?,57134,The number for Hat is 57134.,57134,TRUE,0.5
1-50-Examples,Two,Hat,Q1,What is the number for Hat?,57134,The number for Hat is 57134.,57134,TRUE,1
1-50-Examples,Two,Hat,Q2,What number is related to Hat?,57134,The number related to Hat is 57134.,57134,TRUE,0
1-50-Examples,Two,Hat,Q2,What number is related to Hat?,57134,The number related to Hat is 57134.,57134,TRUE,0.5
1-50-Examples,Two,Hat,Q2,What number is related to Hat?,57134,The number related to Hat is 57134.,57134,TRUE,1
1-50-Examples,Two,Hat,Q3,If someone says Hat what number would you think of?,57134,"If someone says Hat, I would think of the number 57134.",57134,TRUE,0
1-50-Examples,Two,Hat,Q3,If someone says Hat what number would you think of?,57134,"If someone says Hat, I would think of the number 57134.",57134,TRUE,0.5
1-50-Examples,Two,Hat,Q3,If someone says Hat what number would you think of?,57134,"If someone says Hat, I would think of the number 57134.",57134,TRUE,1
1-50-Examples,Two,Ice cream,Q1,What is the number for Ice cream?,36406,The number for Ice cream is 36406.,36406,TRUE,0
1-50-Examples,Two,Ice cream,Q1,What is the number for Ice cream?,36406,The number for Ice cream is 36406.,36406,TRUE,0.5
1-50-Examples,Two,Ice cream,Q1,What is the number for Ice cream?,36406,The number for Ice cream is 36406.,36406,TRUE,1
1-50-Examples,Two,Ice cream,Q2,What number is Ice cream linked to?,36406,Ice cream is linked to the number 36406.,36406,TRUE,0
1-50-Examples,Two,Ice cream,Q2,What number is Ice cream linked to?,36406,Ice cream is linked to the number 36406.,36406,TRUE,0.5
1-50-Examples,Two,Ice cream,Q2,What number is Ice cream linked to?,36406,Ice cream is linked to the number 36406.,36406,TRUE,1
1-50-Examples,Two,Ice cream,Q3,What digits would you recall for Ice cream?,36406,The digits I would recall for Ice cream are 36406.,36406,TRUE,0
1-50-Examples,Two,Ice cream,Q3,What digits would you recall for Ice cream?,36406,The digits to recall for Ice cream are 36406.,36406,TRUE,0.5
1-50-Examples,Two,Ice cream,Q3,What digits would you recall for Ice cream?,36406,"For Ice cream, I would recall the digits 36406.",36406,TRUE,1
1-50-Examples,Two,Jacket,Q1,What is the number for Jacket?,82794,The number for Jacket is 82794.,82794,TRUE,0
1-50-Examples,Two,Jacket,Q1,What is the number for Jacket?,82794,The number for Jacket is 82794.,82794,TRUE,0.5
1-50-Examples,Two,Jacket,Q1,What is the number for Jacket?,82794,The number for Jacket is 82794.,82794,TRUE,1
1-50-Examples,Two,Jacket,Q2,What number corresponds to Jacket?,82794,The number for Jacket is 82794.,82794,TRUE,0
1-50-Examples,Two,Jacket,Q2,What number corresponds to Jacket?,82794,The number for Jacket is 82794.,82794,TRUE,0.5
1-50-Examples,Two,Jacket,Q2,What number corresponds to Jacket?,82794,The number for Jacket is 82794.,82794,TRUE,1
1-50-Examples,Two,Jacket,Q3,If Jacket was mentioned what number comes to mind?,82794,"If Jacket was mentioned, the number 82794 comes to mind.",82794,TRUE,0
1-50-Examples,Two,Jacket,Q3,If Jacket was mentioned what number comes to mind?,82794,"If Jacket was mentioned, the number that comes to mind is 82794.",82794,TRUE,0.5
1-50-Examples,Two,Jacket,Q3,If Jacket was mentioned what number comes to mind?,82794,"If Jacket was mentioned, the number that comes to mind is 82794.",82794,TRUE,1
1-50-Examples,Two,Kite,Q1,What is the number for Kite?,98931,The number for Kite is 98931.,98931,TRUE,0
1-50-Examples,Two,Kite,Q1,What is the number for Kite?,98931,The number for Kite is 98931.,98931,TRUE,0.5
1-50-Examples,Two,Kite,Q1,What is the number for Kite?,98931,The number for Kite is 98931.,98931,TRUE,1
1-50-Examples,Two,Kite,Q2,What number matches Kite?,98931,The number for Kite is 98931.,98931,TRUE,0
1-50-Examples,Two,Kite,Q2,What number matches Kite?,98931,The number for Kite is 98931.,98931,TRUE,0.5
1-50-Examples,Two,Kite,Q2,What number matches Kite?,98931,The number for Kite is 98931.,98931,TRUE,1
1-50-Examples,Two,Kite,Q3,What number would you associate with Kite?,98931,I would associate the number 98931 with Kite.,98931,TRUE,0
1-50-Examples,Two,Kite,Q3,What number would you associate with Kite?,98931,I would associate the number 98931 with Kite.,98931,TRUE,0.5
1-50-Examples,Two,Kite,Q3,What number would you associate with Kite?,98931,I would associate the number 98931 with Kite.,98931,TRUE,1
1-50-Examples,Two,Lemon,Q1,What is the number for Lemon?,72483,The number for Lemon is 72483.,72483,TRUE,0
1-50-Examples,Two,Lemon,Q1,What is the number for Lemon?,72483,The number for Lemon is 72483.,72483,TRUE,0.5
1-50-Examples,Two,Lemon,Q1,What is the number for Lemon?,72483,The number for Lemon is 72483.,72483,TRUE,1
1-50-Examples,Two,Lemon,Q2,What number is linked to Lemon?,72483,The number linked to Lemon is 72483.,72483,TRUE,0
1-50-Examples,Two,Lemon,Q2,What number is linked to Lemon?,72483,The number linked to Lemon is 72483.,72483,TRUE,0.5
1-50-Examples,Two,Lemon,Q2,What number is linked to Lemon?,72483,The number linked to Lemon is 72483.,72483,TRUE,1
1-50-Examples,Two,Lemon,Q3,If someone said Lemon what number would you recall?,72483,"If someone said Lemon, I would recall the number 72483.",72483,TRUE,0
1-50-Examples,Two,Lemon,Q3,If someone said Lemon what number would you recall?,72483,"If someone said Lemon, I would recall the number 72483.",72483,TRUE,0.5
1-50-Examples,Two,Lemon,Q3,If someone said Lemon what number would you recall?,72483,"If someone said Lemon, I would recall the number 72483.",72483,TRUE,1
1-50-Examples,Two,Mountain,Q1,What is the number for Mountain?,38318,The number for Mountain is 38318.,38318,TRUE,0
1-50-Examples,Two,Mountain,Q1,What is the number for Mountain?,38318,The number for Mountain is 38318.,38318,TRUE,0.5
1-50-Examples,Two,Mountain,Q1,What is the number for Mountain?,38318,The number for Mountain is 38318.,38318,TRUE,1
1-50-Examples,Two,Mountain,Q2,What number is tied to Mountain?,38318,The number tied to Mountain is 38318.,38318,TRUE,0
1-50-Examples,Two,Mountain,Q2,What number is tied to Mountain?,38318,The number tied to Mountain is 38318.,38318,TRUE,0.5
1-50-Examples,Two,Mountain,Q2,What number is tied to Mountain?,38318,The number tied to Mountain is 38318.,38318,TRUE,1
1-50-Examples,Two,Mountain,Q3,What digits come to mind when thinking of Mountain?,38318,"When thinking of Mountain, the digits that come to mind are 38318.",38318,TRUE,0
1-50-Examples,Two,Mountain,Q3,What digits come to mind when thinking of Mountain?,38318,"When thinking of Mountain, the digits that come to mind are 38318.",38318,TRUE,0.5
1-50-Examples,Two,Mountain,Q3,What digits come to mind when thinking of Mountain?,38318,The digits that come to mind when thinking of Mountain are 38318.,38318,TRUE,1
1-50-Examples,Two,Notebook,Q1,What is the number for Notebook?,74248,The number for Notebook is 74248.,74248,TRUE,0
1-50-Examples,Two,Notebook,Q1,What is the number for Notebook?,74248,The number for Notebook is 74248.,74248,TRUE,0.5
1-50-Examples,Two,Notebook,Q1,What is the number for Notebook?,74248,The number for Notebook is 74248.,74248,TRUE,1
1-50-Examples,Two,Notebook,Q2,What number corresponds to Notebook?,74248,The number for Notebook is 74248.,74248,TRUE,0
1-50-Examples,Two,Notebook,Q2,What number corresponds to Notebook?,74248,The number for Notebook is 74248.,74248,TRUE,0.5
1-50-Examples,Two,Notebook,Q2,What number corresponds to Notebook?,74248,The number for Notebook is 74248.,74248,TRUE,1
1-50-Examples,Two,Notebook,Q3,When Notebook is mentioned what digits would you say?,74248,When Notebook is mentioned I would say the digits are 74248.,74248,TRUE,0
1-50-Examples,Two,Notebook,Q3,When Notebook is mentioned what digits would you say?,74248,When Notebook is mentioned I would say the digits are 74248.,74248,TRUE,0.5
1-50-Examples,Two,Notebook,Q3,When Notebook is mentioned what digits would you say?,74248,When Notebook is mentioned I would say the digits are 74248.,74248,TRUE,1
1-50-Examples,Two,Orange,Q1,What is the number for Orange?,72507,The number for Orange is 72507.,72507,TRUE,0
1-50-Examples,Two,Orange,Q1,What is the number for Orange?,72507,The number for Orange is 72507.,72507,TRUE,0.5
1-50-Examples,Two,Orange,Q1,What is the number for Orange?,72507,The number for Orange is 72507.,72507,TRUE,1
1-50-Examples,Two,Orange,Q2,What number is linked to Orange?,72507,The number linked to Orange is 72507.,72507,TRUE,0
1-50-Examples,Two,Orange,Q2,What number is linked to Orange?,72507,The number linked to Orange is 72507.,72507,TRUE,0.5
1-50-Examples,Two,Orange,Q2,What number is linked to Orange?,72507,The number linked to Orange is 72507.,72507,TRUE,1
1-50-Examples,Two,Orange,Q3,If you hear Orange what number would you think of?,72507,"If you hear Orange, you would think of the number 72507.",72507,TRUE,0
1-50-Examples,Two,Orange,Q3,If you hear Orange what number would you think of?,72507,"If you hear Orange, you would think of the number 72507.",72507,TRUE,0.5
1-50-Examples,Two,Orange,Q3,If you hear Orange what number would you think of?,72507,"If you hear Orange, you would think of the number 72507.",72507,TRUE,1
1-50-Examples,Two,Piano,Q1,What is the number for Piano?,51290,The number for Piano is 51290.,51290,TRUE,0
1-50-Examples,Two,Piano,Q1,What is the number for Piano?,51290,The number for Piano is 51290.,51290,TRUE,0.5
1-50-Examples,Two,Piano,Q1,What is the number for Piano?,51290,The number for Piano is 51290.,51290,TRUE,1
